2,1615435438,e788bfecbfb10afd4182332db99bb562ea75b1de,120152,4747680,36352,86160,70136,1065936,13664,3595584,4582152,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1615511099,72f2b6aa4d154514008f61cc35025875a0528e02,120152,4747680,36352,86160,70136,1065936,13664,3595584,4582152,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1615512459,a983d14081b0e0daee4428769e7968071a1e9401,120152,4747680,36352,86160,70136,1065936,13664,3595584,4582152,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1615513148,8b812cdf8e3580d91a6814e87da999be086a736b,120152,4747680,36352,86160,70136,1065936,13664,3595584,4582152,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1615774334,3a91922e8926aad35b06234262c9f3df7dd0de5e,120152,4747680,36352,86160,70136,1065936,13664,3595584,4582152,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1615944434,a53626049f6374382bf72076ab429b33d73b95a2,121264,4747680,36352,86160,71248,1065936,13664,3595584,4581040,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1615945767,8342329538eb75d01604328fec29e6bbfe6d9c1a,122320,4747680,37408,86160,71248,1065936,13664,3595584,4579984,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1615952934,22cb3c4b278052d8203ea904421682eb8df68140,122320,4747680,37408,86160,71248,1065936,13664,3595584,4579984,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1615954943,61fd3e02829f889d9a5febf328639ec33a33b74d,123024,4747680,37408,86160,71248,1065936,14368,3595584,4579280,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616294722,0e2738b81af2ae78b962e9a3d573bed9ae823e2c,124656,4747680,37408,86160,71248,1065936,16000,3595584,4577648,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616411667,d61a7a9ef2e89008c0f355f433fd320dce9799ba,124656,4747680,37408,86160,71248,1065936,16000,3595584,4577648,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616429013,32d0e622fd958fb02086131ae58b1283518e7df3,125152,4747680,37904,86160,71248,1065936,16000,3595584,4577152,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616449695,1a2e6d7ffe675de5409067e902de0f7ff87449dd,160624,4747680,37904,86160,106720,1065936,16000,3595584,4541680,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616576305,e64d4d8bf27c55e64819afb9cfa8d993a1e5c246,163456,4747680,37904,86160,106720,1065936,18832,3595584,4538848,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616861862,6e4d156ad788f4add678481d38f6cfa5f35e33e2,165200,4747680,37904,86160,106720,1065936,20576,3595584,4537104,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616865236,a0b8a7c718f32df1c30f5548fee494b8be6dffe4,166176,4747680,37904,86160,107696,1065936,20576,3595584,4536128,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616866146,d0af9587bae947909890c63a9f72f5bc5c107253,167708,4747680,37904,86160,107804,1065936,22000,3595584,4534596,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616867079,6536afc6d3ee65c8dc86fa5009fc081242be18fe,167708,4747680,37904,86160,107804,1065936,22000,3595584,4534596,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616869415,204790ea8b7a701631a0e83a1ddfba5100148329,170520,4747680,37904,86160,107804,1065936,24812,3595584,4531784,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616871309,a5c039f2eec37c52976945fd80483abe1a443845,170664,4747680,37904,86160,107804,1065936,24956,3595584,4531640,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616872209,012e3c21aeb43437d53a90c2fbd8dfe525d95915,170664,4747680,37904,86160,107804,1065936,24956,3595584,4531640,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616873370,fee7a49abc84fbe91116f969a90570cff15decde,170664,4747680,37904,86160,107804,1065936,24956,3595584,4531640,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616879861,623b6d531855aecb3f64cdb678843e9d423ce415,192740,4747680,46712,86160,121072,1065936,24956,3595584,4512224,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
2,1616892942,b22e26dbd84042ffa35d4ee38f44574550d88c82,202196,4747680,46712,86160,130528,1065936,24956,3595584,4502768,0,0,40817824,0,434608,0,6029280,0,749728,0,3953872,0,13518320,0,15695712,0,436304
