1,1584419128,9be303698e9159764d8b2930edce8f1da1bfa302,277784,3846832,212064,1004128,30348,30704,35372,2812000
1,1585766367,3f6350afc0c153323b9647d70f90c052f865092d,362068,3846832,254352,1004128,30704,30704,77012,2812000
1,1587072972,262f6c507ca59c75df52e23f93c701705ee22798,408116,3846832,282136,1004128,30704,30704,95276,2812000
1,1588357576,3ca6082084fc51b44a2c68c2bd9e29c947223c64,513064,3846832,355884,1004128,30704,30704,126476,2812000
1,1590441494,3d050f286114de1332781ed951b90d42ac36c8ee,620704,3846832,402136,1004128,30704,30704,187864,2812000
1,1592787536,22d79e5e95a0c9a3c5b6cd2e8b2d507b1d34c5dc,679956,3846832,421208,1004128,30704,30704,228044,2812000
1,1592802623,c376b3f1957c0209f4f9d211951cdb035d9e768d,679956,3846832,421208,1004128,30704,30704,228044,2812000
1,1592935199,054f6dc04de35418296e7efd3d48b850b3cdc284,679956,3846832,421208,1004128,30704,30704,228044,2812000
1,1593038071,7946d6698c17cc0d1f00c3b69f9f73095bbbb824,681108,3846832,421208,1004128,30704,30704,229196,2812000
1,1593040868,6b2a013cca4eeb86d52f52c6d681fbee8b560057,681108,3846832,421208,1004128,30704,30704,229196,2812000
1,1593048031,d77dbe046568d92ae9f2576fe107cb90520e0afe,681108,3846832,421208,1004128,30704,30704,229196,2812000
1,1593055251,13117fd8376452a9c9d3b8e0b4864e5fdd6ded73,681108,3846832,421208,1004128,30704,30704,229196,2812000
1,1593093820,a316f8d88d1d00bdb27c57080249c0f1dcc1f815,681184,3846832,421284,1004128,30704,30704,229196,2812000
1,1593369736,27d059b041b3afee46b2812ec65e84df2329b95f,681184,3846832,421284,1004128,30704,30704,229196,2812000
1,1593383292,b55fc9a4e0aa34242b17d1fa6cd51e85bd471448,681184,3846832,421284,1004128,30704,30704,229196,2812000
1,1593542647,4a64c556b08093f40726e78296e1788456af857f,683584,3846832,421284,1004128,30704,30704,231596,2812000
1,1593817317,f2ead7f2c93df366b7ba4a2da06cc77599159c94,683584,3846832,421284,1004128,30704,30704,231596,2812000
1,1593866091,a5aee3d691bc7abd99173841736193bf16e81edb,698684,3846832,421284,1004128,30704,30704,246696,2812000
1,1593919821,61544b873d1ab559918ed022b97a6ffcb2d2c76a,698684,3846832,421284,1004128,30704,30704,246696,2812000
1,1593964308,e6ca2dfd70ef4f76af85b8492e67fb17b1e4dc71,698892,3846832,421492,1004128,30704,30704,246696,2812000
1,1594080901,7e195a35621e629f47be7ebd70f91775a01498da,710344,3846832,432944,1004128,30704,30704,246696,2812000
1,1594118346,f3edd3ee7721bf8c71479de2ea23aab440639bc2,711400,3846832,432944,1004128,30704,30704,247752,2812000
1,1594251609,7f6e9d55fe7447ca70d502e1c513e40e5f0ee9a8,718696,3846832,432944,1004128,30704,30704,255048,2812000
1,1594259679,b4a7ac9d71e1525cbcf22ea7bc394a84036ab148,719480,3846832,433728,1004128,30704,30704,255048,2812000
1,1594321923,8b6e86649d5705750f4007c43eaad63cf6a289bb,725264,3846832,433832,1004128,30704,30704,260728,2812000
1,1594481034,4fb01c6b21d00c4b99623c91a380859b07331dc9,725264,3846832,433832,1004128,30704,30704,260728,2812000
1,1594521574,c589285826f102b2e41619b39ea1ba66510325d1,725264,3846832,433832,1004128,30704,30704,260728,2812000
1,1594568318,a00015a1ac08c058511f3083b755f5838672f8dd,725264,3846832,433832,1004128,30704,30704,260728,2812000
1,1594595018,8c72e1dea69eeb4a27ff5de0a29728146ecde8c7,726816,3846832,433832,1004128,30704,30704,262280,2812000
1,1594595538,b251f3f7e3c1f056040b9016185da8bcf8b41394,726816,3846832,433832,1004128,30704,30704,262280,2812000
1,1594703743,eb10acb8ed51a4ce7e4652c1c7d4d56bdc62ae57,728096,3846832,433832,1004128,30704,30704,263560,2812000
1,1594756785,4e1fc875c3c3f4d4b0284b3b7a02c0f9b4561474,736448,3846832,433832,1004128,30704,30704,271912,2812000
1,1594826637,106f7a3f6a7694cc4d73c84e4980b38852916aa8,737712,3846832,434368,1004128,30704,30704,272640,2812000
1,1594893747,bc14f6d93e2463dfe81660013c591b3ddd6b3ab3,742492,3846832,434572,1004128,30704,30704,277216,2812000
1,1594949873,24ab14f7482d48e94338a9dbf1a07abb15d3b77f,742492,3846832,434572,1004128,30704,30704,277216,2812000
1,1595066135,e29442f1a9174c71bcccf4b366b0c006692a919b,746548,3846832,438628,1004128,30704,30704,277216,2812000
1,1595108427,a982d40480685868bd070054176ba881c07e5924,753824,3846832,438628,1004128,30704,30704,284492,2812000
1,1595118863,06d1743d2253e385a30047fd936ad4e6ef34ca98,753824,3846832,438628,1004128,30704,30704,284492,2812000
1,1595118912,83d08078c3974b2fb4917b04a6decd5f60292a9e,759100,3846832,438628,1004128,30704,30704,289768,2812000
1,1595127986,66e9475b25b0809ffca5cffba932fab3e13b5596,760892,3846832,438628,1004128,30704,30704,291560,2812000
1,1595166864,5f7bce6e2e87cdb772ab3da92212f860f428d72d,770972,3846832,440980,1004128,30704,30704,299288,2812000
1,1595177670,15f75b0ddd9877fac1e5537206d76a32278622a4,771932,3846832,440980,1004128,30704,30704,300248,2812000
1,1595181870,15038468acfbf431d9aab693f0e5058bbe5f2c8c,778192,3846832,440980,1004128,30704,30704,306508,2812000
1,1595187725,3d36fe510f23a2f2072ab96c5b74b0bd15860e56,778192,3846832,440980,1004128,30704,30704,306508,2812000
