1,1591488419,4d4989d822cabd09ff09a974719cdd6d5e0f3081,0.2819,99.7181,0.0000,100.0000
1,1591955568,27d389e50adc502b6259bad07a9684a02da0a13c,0.8169,99.1831,0.0000,100.0000
1,1591955579,4dbaee3bb4a7b1874192ba7bfdb4e8bd6e4c53d2,0.8380,99.1620,0.0000,100.0000
1,1591955593,cc4c91682dcbb648a0f966b4c23a4b6f0ae284aa,0.8574,99.1426,0.0000,100.0000
1,1592015901,55345bca654a6ad5592d54d96e223d4c7e2ba407,1.1543,98.8457,0.0000,100.0000
1,1592085066,f4d8c90e9d06c6969a67bf97dadfceb2ce65fa68,1.2659,98.7341,0.0000,100.0000
1,1592120122,7f24d3da70cdfdac3e5543d7fe2eb27fc7852d8e,1.3974,98.6026,0.0000,100.0000
1,1592127087,54eed571e1357dfdc0e85bdfee0d5fc3ac5ea562,1.3974,98.6026,0.0000,100.0000
1,1592204888,5ce91f97bcd9e9e1a6cfc92bdc3ca1aec72f05c2,1.5667,98.4333,0.0086,99.9914
1,1592254774,c547b9b4794a11457e2f1496f29d2d27667e589f,1.7420,98.2580,0.0086,99.9914
1,1592254786,5f849940fcfbffd175df9415043a8b3fdcc70522,1.8291,98.1709,0.0086,99.9914
1,1592261397,e5f36eecffca170afd059b86327bb116238807f2,1.9379,98.0621,0.0086,99.9914
1,1592631376,ff875f593f5248decc7403d60841d53665417a7b,2.3886,97.6114,0.0267,99.9733
1,1592631711,373fb602b6b8d34624dd3a26223ed0d8e664b7d5,2.3208,97.6792,0.0267,99.9733
1,1592632535,0c9738c92d0e39b2bd2507db084bc33129522888,2.3886,97.6114,0.0267,99.9733
1,1592723839,beded558bfcfa88fd5415a8f7f03db846269b086,2.4762,97.5238,0.0267,99.9733
1,1593640270,220b113784fb2dbb029e7bc57ef4c2e63f8e3b9d,2.5217,97.4783,0.0267,99.9733
1,1593641498,afc64913008539aa8c70fce6d67674a0dc390003,2.5317,97.4683,0.0267,99.9733
1,1593641868,a4a932deb60d4c389b40010434612036aa26e04a,2.8397,97.1603,0.0267,99.9733
1,1594762121,9ee00ce656cf97507a51313e997064b15600aaa1,4.6151,95.3849,0.0267,99.9733
1,1594769238,d9d2e806b04b55e022145057396be0021247f66b,4.7649,95.2351,0.0267,99.9733
1,1594769320,f89035be43b3c4dc7dcf511fd774679a8e74b140,4.7949,95.2051,0.0267,99.9733
1,1594802840,c21651c9c7eef4a7d4df88cddf396a35276010d1,5.2721,94.7279,0.0267,99.9733
1,1594802926,287e05a55f0e05ed1e0df725c8efd505aa56941f,5.2721,94.7279,0.0267,99.9733
1,1594803505,842e10502e4b7f0b78291025a1ef926bebe93bc5,5.2721,94.7279,0.0267,99.9733
1,1594864232,400807e932ff1bd27b59c4a2cedeaa988d15ffd7,5.3604,94.6396,0.0267,99.9733
1,1594864413,c97a025a88a0baf861b4f47a289931f569e80cc8,5.3787,94.6213,0.0267,99.9733
1,1594871523,e7ae99c1fab713a66b57e9602da69ffaa4652f1c,5.4098,94.5902,0.0267,99.9733
1,1594910632,520a19f94f7c5808bdd5d446af77825e69f03344,5.4098,94.5902,0.0267,99.9733
1,1594953862,c8fd62c703067a8519df20be9331000090e8963d,5.4653,94.5347,0.0267,99.9733
1,1594974380,9cc26a8a5d84e6dcb0f82f8dd0944e7048ab62e2,5.4653,94.5347,0.0267,99.9733
