1,1615435438,e788bfecbfb10afd4182332db99bb562ea75b1de,149732,4747680,104496,1065936,31572,86160,13664,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1615511099,72f2b6aa4d154514008f61cc35025875a0528e02,149732,4747680,104496,1065936,31572,86160,13664,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1615512459,a983d14081b0e0daee4428769e7968071a1e9401,149732,4747680,104496,1065936,31572,86160,13664,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1615513148,8b812cdf8e3580d91a6814e87da999be086a736b,149732,4747680,104496,1065936,31572,86160,13664,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1615774334,3a91922e8926aad35b06234262c9f3df7dd0de5e,149732,4747680,104496,1065936,31572,86160,13664,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1615944434,a53626049f6374382bf72076ab429b33d73b95a2,150528,4747680,105292,1065936,31572,86160,13664,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1615945767,8342329538eb75d01604328fec29e6bbfe6d9c1a,151584,4747680,105292,1065936,32628,86160,13664,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1615952934,22cb3c4b278052d8203ea904421682eb8df68140,151584,4747680,105292,1065936,32628,86160,13664,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1615954943,61fd3e02829f889d9a5febf328639ec33a33b74d,152288,4747680,105292,1065936,32628,86160,14368,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616294722,0e2738b81af2ae78b962e9a3d573bed9ae823e2c,153920,4747680,105292,1065936,32628,86160,16000,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616411667,d61a7a9ef2e89008c0f355f433fd320dce9799ba,153920,4747680,105292,1065936,32628,86160,16000,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616429013,32d0e622fd958fb02086131ae58b1283518e7df3,154416,4747680,105292,1065936,33124,86160,16000,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616449695,1a2e6d7ffe675de5409067e902de0f7ff87449dd,187852,4747680,138728,1065936,33124,86160,16000,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616576305,e64d4d8bf27c55e64819afb9cfa8d993a1e5c246,190684,4747680,138728,1065936,33124,86160,18832,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616861862,6e4d156ad788f4add678481d38f6cfa5f35e33e2,192428,4747680,138728,1065936,33124,86160,20576,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616865236,a0b8a7c718f32df1c30f5548fee494b8be6dffe4,193404,4747680,139704,1065936,33124,86160,20576,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616866146,d0af9587bae947909890c63a9f72f5bc5c107253,194936,4747680,139812,1065936,33124,86160,22000,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616867079,6536afc6d3ee65c8dc86fa5009fc081242be18fe,194936,4747680,139812,1065936,33124,86160,22000,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616869415,204790ea8b7a701631a0e83a1ddfba5100148329,197748,4747680,139812,1065936,33124,86160,24812,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616871309,a5c039f2eec37c52976945fd80483abe1a443845,197892,4747680,139812,1065936,33124,86160,24956,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616872209,012e3c21aeb43437d53a90c2fbd8dfe525d95915,197892,4747680,139812,1065936,33124,86160,24956,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616873370,fee7a49abc84fbe91116f969a90570cff15decde,200560,4747680,142480,1065936,33124,86160,24956,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616879861,623b6d531855aecb3f64cdb678843e9d423ce415,220152,4747680,151220,1065936,43976,86160,24956,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1616892942,b22e26dbd84042ffa35d4ee38f44574550d88c82,225592,4747680,156660,1065936,43976,86160,24956,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1617830176,d2c181a0a99430cd9893b022bd179cffc11dbbba,227876,4747680,158944,1065936,43976,86160,24956,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1617833299,50d0bbe0876f213dd6ad3441230b988a6c145c25,228772,4747680,158944,1065936,43976,86160,25852,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1617835103,75f1d519400434226a4a8a3e09c04c8fbb5e00c3,228772,4747680,158944,1065936,43976,86160,25852,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1618206095,84040f6ba694962295c4b3f5481661cbad977cea,234564,4747680,164736,1065936,43976,86160,25852,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1618282056,d327f3e6c38d66f6c64855a3aca8b2b01caada73,234564,4747680,164736,1065936,43976,86160,25852,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1618769774,768ca0839b862f1eff09661d9b20af51f70a738e,236004,4747680,164736,1065936,43976,86160,27292,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
1,1618868652,e97f10a6fa573e8b817ed03a4674d52b1818dafa,236356,4747680,165088,1065936,43976,86160,27292,3595584,0,40817824,0,6029280,0,3138784,0,13518320,0,15695712,0,2435728,
